inst_id,name,city,district,org_type,inst_kind,address,phone,website,approved_capacity,enrolled,staff_count,teacher_count,status,child_service,data_sources
K946C064712,新北市私立土城育全幼兒園,新北市,土城區,私立,獨立幼兒園,學府路1段98巷32號、32-1號1樓、2樓、3樓,(02)22628181,,349,,,,,無,官方主檔
KC61B66D722,新北市私立土農幼兒園,新北市,土城區,私立,獨立幼兒園,"永和街23號1樓,2樓",(02)22696788,http://tfas.topschool.com.tw,159,,,,,無,官方主檔
K546C12005C,新北市私立天翔幼兒園,新北市,土城區,私立,獨立幼兒園,學享街47號、49號1、2樓,(02)82612548,http://www.tianshiang.woby.tw/,194,,,,,無,官方主檔
K6CDF3BF4C5,新北市私立奇士華幼兒園,新北市,土城區,私立,獨立幼兒園,青仁路31號1樓,(02)82626681,,40,,,,,無,官方主檔
KBBDF696C69,新北市私立安佳國際幼兒園,新北市,土城區,私立,獨立幼兒園,廣明街68巷5號1樓及2樓,(02)89669816,,75,,,,,無,官方主檔
KC27486444E,新北市私立安佳幼兒園,新北市,土城區,私立,獨立幼兒園,廣明街74、76號,(02)89668515,www. a j. a j.com.tw,123,,,,,無,官方主檔
K0C59003CAA,新北市私立安和幼兒園,新北市,土城區,私立,獨立幼兒園,"延和路105巷1弄4號1樓,6號1樓",(02)22643340,http://annhoo.52school.com.tw,37,,,,,無,官方主檔
KE06877D6CE,新北市私立常春藤幼兒園,新北市,土城區,私立,獨立幼兒園,青仁路1號,(02)82732241,,51,,,,,無,官方主檔
KCDA86A9426,新北市私立幼強幼兒園,新北市,土城區,私立,獨立幼兒園,延吉街78巷1弄2、4、6、8、10號,(02)22617239,,100,,,,,無,官方主檔
K4F951F4B11,新北市私立廣福幼兒園,新北市,土城區,私立,獨立幼兒園,學府路一段5號1~2樓、5-2號2樓,(02)82732820,bowjinn-055topschool.com.tw,120,,,,,無,官方主檔
K38060F0136,新北市私立延吉幼兒園,新北市,土城區,私立,獨立幼兒園,延吉街253巷14號、16號1樓,(02)22640248,無,32,,,,,無,官方主檔
KEC63D73993,新北市私立彤恩幼兒園,新北市,土城區,私立,獨立幼兒園,金城路3段19號1、2樓,(02)82621250,,42,,,,,無,官方主檔
K9C1CAB34A2,新北市私立征洋幼兒園,新北市,土城區,私立,獨立幼兒園,仁愛路16巷3弄7、7-1、9、9-1號,(02)22611953,,80,,,,,無,官方主檔
KC3A4AB5128,新北市私立愛妮爾國際幼兒園,新北市,土城區,私立,獨立幼兒園,中央路3段99號,(02)22689597,,126,,,,,無,官方主檔
K1D873EF919,新北市私立愛迪爾國際幼兒園,新北市,土城區,私立,獨立幼兒園,青福街235號,(02)22702738,,345,,,,,無,官方主檔
KEAE0B04278,新北市私立慈園幼兒園,新北市,土城區,私立,獨立幼兒園,學府路一段270巷4號,(02)22623133,http://www.ivyschool.com.tw,180,,,,,無,官方主檔
KE554B0DBCB,新北市私立慈霖幼兒園,新北市,土城區,私立,獨立幼兒園,金城路二段211號1、2樓,(02)22641686,,190,,,,,有，人數：60,官方主檔
KB8FEB9E2CB,新北市私立新華園幼兒園,新北市,土城區,私立,獨立幼兒園,清水路267號1~2樓,(02)22611016,http://blog.xuite.net/bowjinn.1016,69,,,,,無,官方主檔
KFA35669305,新北市私立日恩幼兒園,新北市,土城區,私立,獨立幼兒園,延和路185號1、2樓,(02)22651608,,55,,,,,無,官方主檔
K11012FEA87,新北市私立有一天幼兒園,新北市,土城區,私立,獨立幼兒園,廣福街2號1-3樓,(02)82603126,,181,,,,,無,官方主檔
KE844DB2E64,新北市私立森林幼兒園,新北市,土城區,私立,獨立幼兒園,學府路一段115巷13號1~2樓,(02)82626055,https://www.facebook.com/pages/%E6%96%B0%E5%8C%97%E5%B8%82%E7%A7%81%E7%AB%8B%E6%A3%AE%E6%9E%97%E5%B9,35,,,,,無,官方主檔
KB56B1007B8,新北市私立樹德幼兒園,新北市,土城區,私立,獨立幼兒園,裕民路114巷25、27、31號2樓,0935211963,,45,,,,,無,官方主檔
K7303A5242C,新北市私立欣和幼兒園,新北市,土城區,私立,獨立幼兒園,延吉街253巷18弄3號1.2樓,(02)22638550,,40,,,,,無,官方主檔
K6674701B92,新北市私立永昇幼兒園,新北市,土城區,私立,獨立幼兒園,清水路214號、216號各1、2、3樓,(02)22660600,,86,,,,,無,官方主檔
K407909D42D,新北市私立立仁幼兒園,新北市,土城區,私立,獨立幼兒園,樂利街5號1、2樓,(02)22613248,,120,,,,,無,官方主檔
K417D5C2EC3,新北市私立立新幼兒園,新北市,土城區,私立,獨立幼兒園,中央路2段149巷10弄2號1樓、4號1樓,(02)22634148,,48,,,,,無,官方主檔
K04242B6650,新北市私立米亞藝術幼兒園,新北市,土城區,私立,獨立幼兒園,員林街16號、16之1號1樓,(02)82626782,,30,,,,,無,官方主檔
KDA34368526,新北市私立維多莉爾南天母幼兒園,新北市,土城區,私立,獨立幼兒園,南天母路111巷10之1號1樓,(02)22678358,,65,,,,,無,官方主檔
KE519DA958B,新北市私立維多莉爾幼兒園,新北市,土城區,私立,獨立幼兒園,金城路三段64號1、2樓,(02)22662518,,59,,,,,無,官方主檔
K5214AACF38,新北市私立維妮爾國際幼兒園,新北市,土城區,私立,獨立幼兒園,莊園街167、169號1樓,(02)22613555,,165,,,,,無,官方主檔
K310B0DA9FA,新北市私立肯恩土城幼兒園,新北市,土城區,私立,獨立幼兒園,學士路12巷16號1樓及18號1、2樓,(02)22638303,,96,,,,,有，人數：16,官方主檔
KFB764260ED,新北市私立茁壯園幼兒園,新北市,土城區,私立,獨立幼兒園,福祥街42巷9號、11號,(02)22668357,,60,,,,,無,官方主檔
KABDA58E8C4,新北市私立華德幼兒園,新北市,土城區,私立,獨立幼兒園,員林街59號1、2樓,(02)22604082,,69,,,,,無,官方主檔
K43FEF0C94F,新北市私立裕德幼兒園,新北市,土城區,私立,獨立幼兒園,中華路一段46-1、46-2號1至3樓,(02)82618181,,600,,,,,無,官方主檔
KA7D400F6AD,新北市私立裕德藝術幼兒園,新北市,土城區,私立,獨立幼兒園,"中華路一段46號1,2,3樓",(02)82618181,,570,,,,,無,官方主檔
KF07BACF174,新北市私立裕民幼兒園,新北市,土城區,私立,獨立幼兒園,中央路一段223號1、2、3樓,(02)82601401,,100,,,,,無,官方主檔
K4991299069,新北市私立詠樂幼兒園,新北市,土城區,私立,獨立幼兒園,延和路19號1樓、2樓,(02)22627766,http://www.smart-kids.com.tw,73,,,,,無,官方主檔
KFFF2037F82,新北市私立金城幼兒園,新北市,土城區,私立,獨立幼兒園,"延和路180號1,2樓",(02)22735233,,240,,,,,無,官方主檔
K17A64893BC,新北市私立頂埔幼兒園,新北市,土城區,私立,獨立幼兒園,中州路24巷5號1、2樓,(02)22681395,,80,,,,,無,官方主檔
KB632FC94F7,新北市私立高登幼兒園,新北市,土城區,私立,獨立幼兒園,中央路3段279號1、2、3樓,(02)22691177,http://golden.topschool.com.tw,225,,,,,無,官方主檔
K34710ACB74,新北市立土城國民中學附設幼兒園,新北市,土城區,公立,國中附設幼兒園,永寧路18號,(02)22675135#110,https://www.tcjh.ntpc.edu.tw/p/412-1000-714.php,106,,,,,無,官方主檔
K0258341D2D,新北市立土城幼兒園,新北市,土城區,公立,獨立幼兒園,裕民路193之1號,(02)22607244,https://tuchengkids.blogspot.com/,180,,,,,無,官方主檔
K3772F0519E,新北市立土城幼兒園大頂埔分班,新北市,土城區,公立,獨立幼兒園,中州路28巷30號3樓,(02)22682948,,90,,,,,無,官方主檔
K3F647A5A32,新北市立土城幼兒園清水分班,新北市,土城區,公立,獨立幼兒園,青雲路368號2、3樓,(02)82625344,,45,,,,,無,官方主檔
K66BDE006C3,新北市坪林區坪林國民小學附設幼兒園,新北市,坪林區,公立,國小附設幼兒園,坪林街114號,(02)26656213#38,https://www.plnes.ntpc.edu.tw/,60,,,,,無,官方主檔
K0A91B68E94,新北市立坪林實驗國民中學附設幼兒園,新北市,坪林區,公立,國中附設幼兒園,國中路2號,(02)26657104,https://26657104.blogspot.com/,36,,,,,無,官方主檔
K2443B29CA1,新北市平溪區十分國民小學附設幼兒園,新北市,平溪區,公立,國小附設幼兒園,十分街157號,(02)24958305#30,,30,,,,,無,官方主檔
K0628108F11,新北市平溪區平溪國民小學附設幼兒園,新北市,平溪區,公立,國小附設幼兒園,平溪街56號,(02)24951038#208,,15,,,,,無,官方主檔
KF313E3632C,新北市平溪區菁桐國民小學附設幼兒園,新北市,平溪區,公立,國小附設幼兒園,菁桐街45號,(02)24951009#16,,30,,,,,無,官方主檔
K3914B53B1D,中信國際學校財團法人新北市私立中信高級中等學校附設幼兒園,新北市,新店區,私立,高中職大專附設幼兒園,安興路1號,(02)22125795,,106,,,,,無,官方主檔
KBEE2283127,康橋學校財團法人新北市康橋高級中學附屬新北市私立康橋幼兒園,新北市,新店區,私立,獨立幼兒園,頂城五街80號,(02)81958866,http://www.kcbs.ntpc.edu.tw/81958866/,390,,,,,無,官方主檔
KAEF3528586,康軒文教事業股份有限公司附設新北市私立員工幼兒園,新北市,新店區,私立,法人公司附設幼兒園,中興路二段218巷11號3樓,(02)86651866,http://www.kcbs.tps.edu.tw/kindweb,267,,,,,無,官方主檔
K5BDC0C740F,新北市安興非營利幼兒園(委託財團法人仁德醫護管理專科學校辦理),新北市,新店區,非營利,獨立幼兒園,安興路129號1、2、3樓,(02)22122100,,60,45,8,5,,無,官方主檔＋決算報告
KFE6FF450FE,新北市政府新北捷運員工子女非營利幼兒園(委託康寧學校財團法人康寧大學辦理),新北市,新店區,非營利,獨立幼兒園,民權路280號1樓、2樓及3樓,(02)66057534,,150,,,,,無,官方主檔
KC0365E3036,新北市文中非營利幼兒園(委託社團法人臺灣澄芽全人文教發展協會辦理),新北市,新店區,非營利,獨立幼兒園,文中路38號,(02)89115700,wenshan20260803@gmail.com,106,97,13,10,,無,官方主檔＋決算報告
KF432B37733,新北市新店區中正國民小學附設幼兒園,新北市,新店區,公立,國小附設幼兒園,三民路36號,(02)29125432#851,http://163.20.155.1/~kids,212,,,,,無,官方主檔
K5212F13CB9,新北市新店區北新國民小學附設幼兒園,新北市,新店區,公立,國小附設幼兒園,寶橋路8號,(02)29189300#132,http://freebsd.tspes.tpc.edu.tw/~kids/,122,,,,,無,官方主檔
K6555DFB5D2,新北市新店區大豐國民小學附設幼兒園,新北市,新店區,公立,國小附設幼兒園,民族路108號,(02)22190159#21,https://www.dfes.ntpc.edu.tw/modules/ugm_page/index.php?msn=20,270,,,,,無,官方主檔
KD352BCC53C,新北市新店區安坑國民小學附設幼兒園,新北市,新店區,公立,國小附設幼兒園,安忠路36號,(02)22119759#219,http://m2.takes.ntpc.edu.tw,270,,,,,無,官方主檔
KA16B207C66,新北市新店區屈尺國民小學附設幼兒園,新北市,新店區,公立,國小附設幼兒園,屈尺路55號,(02)26667490#15,http://ccyes.tpc.edu.tw,30,,,,,無,官方主檔
K32E2C3E2A4,新北市新店區新和國民小學附設幼兒園,新北市,新店區,公立,國小附設幼兒園,安和路三段100號,(02)29400170#860,http://163.20.81.9/kids,212,,,,,無,官方主檔
K7264F971ED,新北市新店區新店國民小學附設幼兒園,新北市,新店區,公立,國小附設幼兒園,新店路2號,(02)29103483#803,https://www.xdes.ntpc.edu.tw/p/426-1000-32.php?Lang=zh-tw,106,,,,,無,官方主檔
K28831B19C1,新北市新店區直潭國民小學附設幼兒園,新北市,新店區,公立,國小附設幼兒園,直潭路92號,(02)26667278#806,https://www.jtes.ntpc.edu.tw/,30,,,,,無,官方主檔
K0BAB36596E,新北市新店區雙城國民小學附設幼兒園,新北市,新店區,公立,國小附設幼兒園,安康路3段322號,(02)22156511#310,http://www.tcsps.ntpc.edu.tw/default.asp,90,,,,,無,官方主檔
KFA527B9076,新北市新店區雙峰國民小學附設幼兒園,新北市,新店區,公立,國小附設幼兒園,北宜路三段66號,(02)22174543#107,163.20.45.2,30,,,,,無,官方主檔
K2DD4829E16,新北市新店區青潭國民小學附設幼兒園,新北市,新店區,公立,國小附設幼兒園,北宜路二段八十號,(02)22173146#250,https://class.tn.edu.tw/modules/tad_web/index.php?WebID=5706,182,,,,,無,官方主檔
KDC1E96BD1C,新北市新店區龜山國民小學附設幼兒園,新北市,新店區,公立,國小附設幼兒園,新烏路3段99巷10號,(02)26667317#21,https://www.gses.ntpc.edu.tw/nss/p/4647,45,,,,,無,官方主檔
K411AE52232,新北市新店民安非營利幼兒園(委託康寧學校財團法人康寧大學辦理),新北市,新店區,非營利,獨立幼兒園,安民街3巷10號1樓,(02)86668077,,76,,,,,無,官方主檔
K0EDAF3B93C,新北市私立三之三幼兒園,新北市,新店區,私立,獨立幼兒園,北宜路1段35、37號2樓,(02)86659872,http://tw.myblog.yahoo.com/sunschool86659872,59,,,,,無,官方主檔
K5E9F4184F6,新北市私立三愛幼兒園,新北市,新店區,私立,獨立幼兒園,安民街269巷14、16號,(02)22118158,,90,,,,,無,官方主檔
KDB0BEB4130,新北市私立三民幼兒園,新北市,新店區,私立,獨立幼兒園,民權路11巷3號,(02)29151151,,60,,,,,無,官方主檔
K21A352FED2,新北市私立佳恩幼兒園,新北市,新店區,私立,獨立幼兒園,德正街27巷29弄8號,(02)29114466,http. elier0103@gmail.com,60,,,,,無,官方主檔
K6C2C4334BF,新北市私立佳欣中正幼兒園,新北市,新店區,私立,獨立幼兒園,"中正路128巷7弄2號1樓,4號1樓",(02)86653778,http://amy.blogkids.net,42,,,,,無,官方主檔
K68FC9514F8,新北市私立佳欣幼兒園,新北市,新店區,私立,獨立幼兒園,中正路128巷9弄1號,(02)29138578,http://amy.blogkids.net,35,,,,,無,官方主檔
KC4B7148783,新北市私立俏媽咪幼兒園,新北市,新店區,私立,獨立幼兒園,民族路55號,(02)29115811,http://www.cutemama.tw,70,,,,,無,官方主檔
K4118B7676B,新北市私立優時代幼兒園,新北市,新店區,私立,獨立幼兒園,中興路2段189號1樓、2樓,(02)29150988,,90,,,,,無,官方主檔
KF186899A9F,新北市私立凱撒琳幼兒園,新北市,新店區,私立,獨立幼兒園,安德街57巷9號1樓、11號1樓、13號1樓、15號1樓、17號1樓,(02)22122588,katharinekids@yahoo.com.tw,70,,,,,無,官方主檔
K627CEE7D1E,新北市私立劍聲幼兒園,新北市,新店區,私立,獨立幼兒園,明德路65巷3號、5號、7號及9號,(02)29110883,www.myjskid.com,150,,,,,無,官方主檔
K11698E10AE,新北市私立博安幼兒園,新北市,新店區,私立,獨立幼兒園,光華街20.22號,(02)22112577,,60,,,,,無,官方主檔
K0A2C182E15,新北市私立向日園幼兒園,新北市,新店區,私立,獨立幼兒園,中央五街84號1樓,(02)22197399,sun-school.topschool.com.tw/,42,,,,,無,官方主檔
K8F919338BD,新北市私立嘉慶幼兒園,新北市,新店區,私立,獨立幼兒園,安康路2段136號,(02)22123378,,110,,,,,無,官方主檔
K7186089F7E,新北市私立培英幼兒園,新北市,新店區,私立,獨立幼兒園,三民路75巷12號、14號,(02)29118055,,43,,,,,無,官方主檔
KA84E75B0A2,新北市私立好好幼兒園,新北市,新店區,私立,獨立幼兒園,"達觀路6號1,2樓",(02)22135960,http://hoho.woby.com.tw/,54,,,,,無,官方主檔
K943C46FDDA,新北市私立安康幼兒園,新北市,新店區,私立,獨立幼兒園,安康路2段168號1樓、2樓、3樓,(02)86660666,,121,,,,,無,官方主檔
KC03F4C15E2,新北市私立安馨新店幼兒園,新北市,新店區,私立,獨立幼兒園,安和路2段35號1樓、37號1、2樓,(02)22119727,,52,,,,,無,官方主檔
K6DB8640901,新北市私立容石園幼兒園,新北市,新店區,私立,獨立幼兒園,建安街31號1樓,(02)29179648,,28,,,,,無,官方主檔
K5D7D66DA6B,新北市私立寶媽媽幼兒園,新北市,新店區,私立,獨立幼兒園,安康路三段355巷40號1樓、42號3樓,(02)22152422,,33,,,,,無,官方主檔
K5D9D6BEC0D,新北市私立小天才幼兒園,新北市,新店區,私立,獨立幼兒園,文化路73巷8、10號1樓,(02)29127835,,35,,,,,無,官方主檔
KC410E64ED5,新北市私立小綠芽幼兒園,新北市,新店區,私立,獨立幼兒園,中正路382巷1號1樓,(02)22193305,,29,,,,,無,官方主檔
KC663687B70,新北市私立尼斯堡幼兒園,新北市,新店區,私立,獨立幼兒園,中央一街20號1樓,(02)82187139,,83,,,,,無,官方主檔
KA003962A77,新北市私立巨耀幼兒園,新北市,新店區,私立,獨立幼兒園,大豐路68巷1號1樓、2樓及70號1樓、2樓,(02)86653555,,180,,,,,無,官方主檔
K243B5E8FFD,新北市私立幼幼立大幼兒園,新北市,新店區,私立,獨立幼兒園,"北新路二段29巷1弄1號1,2樓",(02)86653778,http://amy.blogkids.net,60,,,,,無,官方主檔
K69903BFBB2,新北市私立幼禾幼兒園,新北市,新店區,私立,獨立幼兒園,平等街48巷17、19號,(02)29103808,,28,,,,,無,官方主檔
K890A54A0BD,新北市私立心象園幼兒園,新北市,新店區,私立,獨立幼兒園,自立街13號1樓,(02)22191077,,30,,,,,無,官方主檔
K9BBFA26652,新北市私立新中幼兒園,新北市,新店區,私立,獨立幼兒園,中正路360號2樓,(02)22192878,,170,,,,,無,官方主檔
KF24686C826,新北市私立新乖乖幼兒園,新北市,新店區,私立,獨立幼兒園,北宜路二段56巷3弄2號1樓、5弄1號1樓,(02)22172598,,33,,,,,無,官方主檔
KDC9AD6BE6A,新北市私立李氏姐妹幼兒園,新北市,新店區,私立,獨立幼兒園,中華路5號、9號2樓、9號2樓之1,(02)29122995,http://theleesisters.com,142,,,,,有，人數：18,官方主檔
K58A1FE272F,新北市私立林肯幼兒園,新北市,新店區,私立,獨立幼兒園,玫瑰路29號、29號2樓、31號、31之1號、31號2樓,(02)22104986,https://sites.google.com/site/xinbeishilincolnschool/home,240,,,,,無,官方主檔
KBE16335E88,新北市私立樂童幼兒園,新北市,新店區,私立,獨立幼兒園,大豐路16巷9號、11號1樓,(02)29147856,,65,,,,,無,官方主檔
K32DAD09BCA,新北市私立樂韻幼兒園,新北市,新店區,私立,獨立幼兒園,中興路1段171、173號1樓,(02)29110748,,56,,,,,無,官方主檔
K0556B281FD,新北市私立水星幼兒園,新北市,新店區,私立,獨立幼兒園,寶興路42巷25號1樓,(02)29178686,https://mercurykids.topschool.tw/Home/Main,55,,,,,無,官方主檔
K93EB4B0DC4,新北市私立漢華幼兒園,新北市,新店區,私立,獨立幼兒園,安忠路57巷26弄29號、31號1樓,(02)22116868,,60,,,,,無,官方主檔
KD43F57BE7A,新北市私立炫媽咪幼兒園,新北市,新店區,私立,獨立幼兒園,中興路一段203號1、2樓,(02)89112955,,85,,,,,無,官方主檔
KDF540C33D1,新北市私立禾力幼兒園,新北市,新店區,私立,獨立幼兒園,安康路2段142巷14號1、2樓,(02)22110599,,90,,,,,無,官方主檔
K9EC2434A56,新北市私立禾米國際幼兒園,新北市,新店區,私立,獨立幼兒園,復興路10-2號1樓,(02)29161730,,45,,,,,無,官方主檔
K580A8F4446,新北市私立積木幼兒園,新北市,新店區,私立,獨立幼兒園,三民路31號1~2樓,(02)29182889,www.blockkidsschool.com.tw,36,,,,,有，人數：3,官方主檔
KE5F3333CF7,新北市私立立大幼兒園,新北市,新店區,私立,獨立幼兒園,寶中路76號2樓,(02)29120204,http://kids.ettoday.com/index.php?kd=ETY074,52,,,,,無,官方主檔
K9FE6704A07,新北市私立童心圓幼兒園,新北市,新店區,私立,獨立幼兒園,中興路一段101號1樓,(02)86656688,,45,,,,,有，人數：10,官方主檔
K99E010EAA3,新北市私立聯華幼兒園,新北市,新店區,私立,獨立幼兒園,北新路2段186號1-2樓,(02)29155656,,75,,,,,有，人數：11,官方主檔
KBF4D700A3D,新北市私立芯品幼兒園,新北市,新店區,私立,獨立幼兒園,安康路2段91巷9號1樓,(02)86665089,,57,,,,,無,官方主檔
K72C117ADA3,新北市私立芯琦幼兒園,新北市,新店區,私立,獨立幼兒園,如意街61號1樓、63號1-2樓,(02)22140818,,89,,,,,無,官方主檔
K5497009E21,新北市私立莘莘幼兒園,新北市,新店區,私立,獨立幼兒園,中正路284巷4弄3號1樓,(02)29124853,,30,,,,,無,官方主檔
K6FED539CD6,新北市私立菲力中興幼兒園,新北市,新店區,私立,獨立幼兒園,中興路1段266之1號、266之3號2樓,(02)29185674,,77,,,,,無,官方主檔
K4805A995B9,新北市私立菲力復興幼兒園,新北市,新店區,私立,獨立幼兒園,寶元路一段15巷9號1-2樓、11號1-2樓,(02)89113455,,80,,,,,無,官方主檔
KE16BEDD05B,新北市私立通泉草幼兒園,新北市,新店區,私立,獨立幼兒園,花園一路一段3號1、2樓,(02)26660608,https://sites.google.com/view/kidedu,55,,,,,有，人數：15,官方主檔
KB58EEB3DBD,新北市私立道欣幼兒園,新北市,新店區,私立,獨立幼兒園,玫瑰路58巷33號1樓,(02)22155515,,38,,,,,無,官方主檔
KC595A8DAB7,新北市私立陽光天使幼兒園,新北市,新店區,私立,獨立幼兒園,中正路700巷26號1樓,(02)82183336,,195,,,,,無,官方主檔
K82D6D490DB,新北市私立陽光聖谷幼兒園,新北市,新店區,私立,獨立幼兒園,安興路91巷5號1、2樓,(02)22127100,https://www.facebook.com/sunnyvalekid/,128,,,,,無,官方主檔
K628D19049C,新北市私立雅格幼兒園,新北市,新店區,私立,獨立幼兒園,安德街40號1、2樓,(02)22118709,,29,,,,,無,官方主檔
KC503D0C623,新北市立五峰國民中學附設幼兒園,新北市,新店區,公立,國中附設幼兒園,中興路一段253號,(02)29112005#226,https://www.wfjh.ntpc.edu.tw/p/412-1000-716.php,90,,,,,無,官方主檔
K942735F14D,新北市立安康高級中學附設幼兒園,新北市,新店區,公立,高中職大專附設幼兒園,安興路25號,(02)2211-1743#830,https://www.akhs.ntpc.edu.tw/p/403-1000-114.php,30,,,,,無,官方主檔
K0DF4117CFF,新北市立新店幼兒園,新北市,新店區,公立,獨立幼兒園,新和街109號1、2樓,(02)29419045,http://daycare.ntpc.edu.tw/web/xindian/,120,,,,,無,官方主檔
K2E99F58CEF,新北市立新店幼兒園碧潭分班,新北市,新店區,公立,獨立幼兒園,新店路207號1、2樓,(02)29110175,http://192.168.30.113/nursery_school/index.jsp,60,,,,,無,官方主檔
K2FD9E56D95,新北市立新店幼兒園雙城分班,新北市,新店區,公立,獨立幼兒園,安康路三段165巷2弄29號,(02)22150154,http://192.168.30.113/nursery_school/index.jsp,90,,,,,無,官方主檔
KF90936AEDC,財團法人中華民國佛教慈濟慈善事業基金會附設新北市私立臺北大愛幼兒園,新北市,新店區,私立,法人公司附設幼兒園,建國路279號1樓,(02)40510777#4237,,106,,,,,無,官方主檔
K97CC1065CE,財團法人天主教新北市私立育新幼兒園,新北市,新店區,私立,獨立幼兒園,三民路19號,(02)29158300#101,www.yhk.org.tw,210,,,,,無,官方主檔
KC515C8B93E,財團法人耕莘健康管理專科學校附設新北市私立實驗幼兒園,新北市,新店區,私立,高中職大專附設幼兒園,民族路112號1、2樓,(02)22189396,http://www.ctcn.edu.tw/kids/index.html,130,,,,,有，人數：13,官方主檔
K41519C28B2,夏恩國際教育股份有限公司附設新北市私立夏恩昌隆幼兒園,新北市,新莊區,私立,法人公司附設幼兒園,中原路117號2樓之1、2樓之2,(02)89941238,,67,,,,,無,官方主檔
K33651FE3AF,天億文教事業股份有限公司附設新北市私立皇家幼兒園,新北市,新莊區,私立,法人公司附設幼兒園,中和街46號,(02)66375399,,60,,,,,無,官方主檔
KE8AD530CB5,奇異莊股份有限公司附設新北市私立奇異鳥幼兒園,新北市,新莊區,私立,法人公司附設幼兒園,四維路19號3樓,(02)22027090,,120,,,,,無,官方主檔
KAC3106E4D9,建豐國際資產管理股份有限公司附設新北市私立卡爾維德幼兒園,新北市,新莊區,私立,法人公司附設幼兒園,復興路3段19號1.2.3樓,(02)89922195#11,http://karl-witte.topschool.com.tw/,117,,,,,無,官方主檔
K67A61067B3,新北市中平非營利幼兒園(委託社團法人新北市中華國際嬰幼兒發展學會辦理),新北市,新莊區,非營利,獨立幼兒園,中平路385號1樓,(02)89910098,,120,112,13,10,,無,官方主檔＋決算報告
K6E947C0B9C,新北市新樂非營利幼兒園(委託財團法人三之三生命教育基金會辦理),新北市,新莊區,非營利,獨立幼兒園,中華路一段75號,(02)29940575,,212,197,25,18,,無,官方主檔＋決算報告
KF51ACEA530,新北市新莊區中信國民小學附設幼兒園,新北市,新莊區,公立,國小附設幼兒園,中信街168號,(02)85212908#600,http://163.20.116.180/kids/,180,,,,,無,官方主檔
K6E24C74FAD,新北市新莊區中港國民小學附設幼兒園,新北市,新莊區,公立,國小附設幼兒園,中港一街142號,(02)89790730#900,http://120.102.234.86/eduwebsystem/?home=jgpskid,212,,,,,無,官方主檔
K1CEDC2F5AC,新北市新莊區丹鳳國民小學附設幼兒園,新北市,新莊區,公立,國小附設幼兒園,新北大道七段437號,(02)29035355#151,http://163.20.170.2/www150/home/child,180,,,,,無,官方主檔
K1C7414A77C,新北市新莊區光華國民小學附設幼兒園,新北市,新莊區,公立,國小附設幼兒園,龍安路452號,(02)22058866#855,https://sites.google.com/apps.ntpc.edu.tw/su13su,152,,,,,無,官方主檔
K0B7EFED46F,新北市新莊區國泰國民小學附設幼兒園,新北市,新莊區,公立,國小附設幼兒園,中正路386號,(02)29043693#601,http://163.20.117.140,166,,,,,無,官方主檔
K2965EACDEB,新北市新莊區思賢國民小學附設幼兒園,新北市,新莊區,公立,國小附設幼兒園,自立街229號,(02)29980443#806,http://tw.class.uschoolnet.com/class/?csid=css000000244079,226,,,,,無,官方主檔
KDEB81EB7A7,新北市新莊區新泰國民小學附設幼兒園,新北市,新莊區,公立,國小附設幼兒園,公園一路91號,(02)29971005#117,http://www.stps.ntpc.edu.tw/,182,,,,,無,官方主檔
KBEF80C1F26,新北市新莊區新莊國民小學附設幼兒園,新北市,新莊區,公立,國小附設幼兒園,中正路86號,(02)29931201#804,http://scps-preschool.blogspot.com/,120,,,,,無,官方主檔
K1F6AB512C3,新北市新莊區昌隆國民小學附設幼兒園,新北市,新莊區,公立,國小附設幼兒園,昌隆街63號,(02)29962351#811,http://honeyboss.tw.class.uschoolnet.com/,212,,,,,無,官方主檔
K7E60FECD7F,新北市新莊區榮富國民小學附設幼兒園,新北市,新莊區,公立,國小附設幼兒園,中和街193號,(02)22769020#871,https://sites.google.com/mail.lfes.ntpc.edu.tw/lfeskids/,60,,,,,無,官方主檔
K7F5C86B315,新北市新莊區民安國民小學附設幼兒園,新北市,新莊區,公立,國小附設幼兒園,民安路261號,(02)22056777#91.92,https://m22023527.pixnet.net/blog,180,,,,,無,官方主檔
KC8BDD51489,新北市新莊區興化國民小學附設幼兒園,新北市,新莊區,公立,國小附設幼兒園,五工二路50巷2號,(02)22991001#601,http://www.tshes.ntpc.edu.tw/mdex,136,,,,,無,官方主檔
K51D55812FE,新北市新莊區裕民國民小學附設幼兒園,新北市,新莊區,公立,國小附設幼兒園,裕民街123號,(02)29062407#720,https://sites.google.com/ymes.ntpc.edu.tw/kids/%E9%A6%96%E9%A0%81,210,,,,,無,官方主檔
K55038FCD7C,新北市新莊區豐年國民小學附設幼兒園,新北市,新莊區,公立,國小附設幼兒園,瓊泰路116號,(02)22017102#850,http://nas.fnes.ntpc.edu.tw/~fneskid/blog/,196,,,,,無,官方主檔
K356543C50E,新北市新莊區頭前國民小學附設幼兒園,新北市,新莊區,公立,國小附設幼兒園,化成路231號,(02)29920238#860,http://tw.class.urlifelinks.com/class/?csid=css000000041750,120,,,,,無,官方主檔
KB7027794AA,新北市昌平非營利幼兒園(委託財團法人三之三生命教育基金會辦理),新北市,新莊區,非營利,獨立幼兒園,昌平街200號1、2樓,(02)85219488,http://www.3-3life.org.tw/,120,105,13,10,,無,官方主檔＋決算報告
